"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"acespnut  ","P",08/12/2020 8:11,0,1,2         ,1         ,"",0.0717,<0>  ,0.081,<0>  ,"","","","",0.0211,<0>  ,10.2,<0>  ,
"acespnut  ","P",08/12/2020 10:15,0,1,2         ,1         ,"",0.0293,<0>  ,0.009,<0>  ,"","","","",0.0097,<0>  ,15.1,<0>  ,
"acespnut  ","P",08/12/2020 12:19,0,1,2         ,1         ,"",0.0184,<0>  ,0.009,<0>  ,"","","","",0.0072,<0>  ,16.5,<0>  ,
"acespnut  ","P",08/12/2020 14:23,0,1,2         ,1         ,"",0.0121,<0>  ,0.009,<0>  ,"","","","",0.006,<0>  ,8.6,<0>  ,
"acespnut  ","P",08/12/2020 16:27,0,1,2         ,1         ,"",0.0216,<0>  ,0.009,<0>  ,"","","","",0.0071,<0>  ,9.3,<0>  ,
"acespnut  ","P",08/12/2020 18:31,0,1,2         ,1         ,"",0.0437,<0>  ,0.022,<0>  ,"","","","",0.0111,<0>  ,5.2,<0>  ,
"acespnut  ","P",08/12/2020 20:35,0,1,2         ,1         ,"",0.0615,<0>  ,0.037,<0>  ,"","","","",0.0097,<0>  ,3.3,<0>  ,
"acespnut  ","P",08/12/2020 22:39,0,1,2         ,1         ,"",0.0296,<0>  ,0.009,<0>  ,"","","","",0.0087,<0>  ,5.8,<0>  ,
"acespnut  ","P",08/13/2020 0:43,0,1,2         ,1         ,"",0.0218,<0>  ,0.009,<0>  ,"","","","",0.005,<0>  ,9.7,<0>  ,
"acespnut  ","P",08/13/2020 2:47,0,1,2         ,1         ,"",0.0176,<0>  ,0.009,<0>  ,"","","","",0.0053,<0>  ,7.1,<0>  ,
"acespnut  ","P",08/13/2020 4:51,0,1,2         ,1         ,"",0.0345,<0>  ,0.026,<0>  ,"","","","",0.0104,<0>  ,6.7,<0>  ,
"acespnut  ","P",08/13/2020 6:55,0,1,2         ,1         ,"",0.0683,<0>  ,0.067,<0>  ,"","","","",0.0153,<0>  ,6.1,<0>  ,
"acespnut  ","P",08/13/2020 8:59,0,1,2         ,1         ,"",0.0827,<0>  ,0.087,<0>  ,"","","","",0.0196,<0>  ,11.3,<0>  ,
"acespnut  ","P",08/27/2020 6:54,0,1,1         ,1         ,"",0.0591,<0>  ,0.134,<0>  ,"","","","",0.0476,<0>  ,3.4,<0>  ,
"acespnut  ","P",08/27/2020 6:55,0,1,1         ,2         ,"",0.059,<0>  ,0.129,<0>  ,"","","","",0.0478,<0>  ,3.6,<0>  ,
"acespnut  ","P",09/30/2020 10:24,0,1,1         ,1         ,"",0.0291,<0>  ,0.042,<0>  ,"","","","",0.0268,<0>  ,7.0,<0>  ,
"acespnut  ","P",09/30/2020 10:25,0,1,1         ,2         ,"",0.0297,<0>  ,0.045,<0>  ,"","","","",0.0274,<0>  ,7.5,<0>  ,
"acespnut  ","P",10/13/2020 8:01,0,1,1         ,1         ,"",0.0316,<0>  ,0.052,<0>  ,"","","","",0.0155,<0>  ,4.7,<0>  ,
"acespnut  ","P",10/13/2020 8:02,0,1,1         ,2         ,"",0.0346,<0>  ,0.059,<0>  ,"","","","",0.0174,<0>  ,4.9,<0>  ,
"acespnut  ","P",10/13/2020 11:01,0,1,2         ,1         ,"",0.0538,<0>  ,0.088,<0>  ,"","","","",0.0155,<0>  ,3.9,<0>  ,
"acespnut  ","P",10/13/2020 13:05,0,1,2         ,1         ,"",0.0213,<0>  ,0.055,<0>  ,"","","","",0.026,<0>  ,6.7,<0>  ,
"acespnut  ","P",10/13/2020 15:09,0,1,2         ,1         ,"",0.0099,<0>  ,0.016,<0>  ,"","","","",0.0117,<0>  ,15.6,<0>  ,
"acespnut  ","P",10/13/2020 17:13,0,1,2         ,1         ,"",0.0061,<0>  ,0.015,<0>  ,"","","","",0.0081,<0>  ,11.1,<0>  ,
"acespnut  ","P",10/13/2020 19:17,0,1,2         ,1         ,"",0.0131,<0>  ,0.018,<0>  ,"","","","",0.01,<0>  ,7.9,<0>  ,
"acespnut  ","P",10/13/2020 21:21,0,1,2         ,1         ,"",0.0286,<0>  ,0.041,<0>  ,"","","","",0.0147,<0>  ,5.0,<0>  ,
"acespnut  ","P",10/13/2020 23:25,0,1,2         ,1         ,"",0.0536,<0>  ,0.08,<0>  ,"","","","",0.0108,<0>  ,2.3,<0>  ,
"acespnut  ","P",10/14/2020 1:29,0,1,2         ,1         ,"",0.0263,<0>  ,0.062,<0>  ,"","","","",0.0231,<0>  ,4.2,<0>  ,
"acespnut  ","P",10/14/2020 3:33,0,1,2         ,1         ,"",0.0112,<0>  ,0.026,<0>  ,"","","","",0.0129,<0>  ,12.3,<0>  ,
"acespnut  ","P",10/14/2020 5:27,0,1,2         ,1         ,"",0.0077,<0>  ,0.021,<0>  ,"","","","",0.009,<0>  ,10.0,<0>  ,
"acespnut  ","P",10/14/2020 7:41,0,1,2         ,1         ,"",0.0143,<0>  ,0.053,<0>  ,"","","","",0.0092,<0>  ,7.0,<0>  ,
"acespnut  ","P",10/14/2020 9:45,0,1,2         ,1         ,"",0.0283,<0>  ,0.059,<0>  ,"","","","",0.0128,<0>  ,6.9,<0>  ,
"acespnut  ","P",10/14/2020 11:49,0,1,2         ,1         ,"",0.0772,<0>  ,0.07,<0>  ,"","","","",0.0123,<0>  ,5.6,<0>  ,
"acespnut  ","P",11/13/2020 10:12,0,1,1         ,1         ,"",0.0217,<0>  ,0.034,<0>  ,"","","","",0.0169,<0>  ,10.5,<0>  ,
"acespnut  ","P",11/13/2020 10:13,0,1,1         ,2         ,"",0.0212,<0>  ,0.031,<0>  ,"","","","",0.0187,<0>  ,11.3,<0>  ,
"acespnut  ","P",11/23/2020 8:59,0,1,2         ,1         ,"",0.0534,<0>  ,0.092,<0>  ,"","","","",0.0386,<0>  ,3.5,<0>  ,
"acespnut  ","P",11/23/2020 11:03,0,1,2         ,1         ,"",0.0228,<0>  ,0.036,<0>  ,"","","","",0.0385,<0>  ,7.1,<0>  ,
"acespnut  ","P",11/23/2020 13:07,0,1,2         ,1         ,"",0.0169,<0>  ,0.023,<0>  ,"","","","",0.0277,<0>  ,9.6,<0>  ,
"acespnut  ","P",11/23/2020 15:11,0,1,2         ,1         ,"",0.0098,<0>  ,0.01,<0>  ,"","","","",0.011,<0>  ,11.2,<0>  ,
"acespnut  ","P",11/23/2020 17:15,0,1,2         ,1         ,"",0.0176,<0>  ,0.029,<0>  ,"","","","",0.0119,<0>  ,8.0,<0>  ,
"acespnut  ","P",11/23/2020 19:19,0,1,2         ,1         ,"",0.038,<0>  ,0.064,<0>  ,"","","","",0.0205,<0>  ,3.0,<0>  ,
"acespnut  ","P",11/23/2020 21:33,0,1,2         ,1         ,"",0.0553,<0>  ,0.082,<0>  ,"","","","",0.0192,<0>  ,2.5,<0>  ,
"acespnut  ","P",11/23/2020 23:27,0,1,2         ,1         ,"",0.0221,<0>  ,0.032,<0>  ,"","","","",0.0447,<0>  ,3.6,<0>  ,
"acespnut  ","P",11/24/2020 1:31,0,1,2         ,1         ,"",0.0162,<0>  ,0.024,<0>  ,"","","","",0.0287,<0>  ,7.1,<0>  ,
"acespnut  ","P",11/24/2020 3:35,0,1,2         ,1         ,"",0.0109,<0>  ,0.018,<0>  ,"","","","",0.0177,<0>  ,6.7,<0>  ,
"acespnut  ","P",11/24/2020 5:39,0,1,2         ,1         ,"",0.0161,<0>  ,0.022,<0>  ,"","","","",0.0161,<0>  ,6.4,<0>  ,
"acespnut  ","P",11/24/2020 7:43,0,1,2         ,1         ,"",0.0356,<0>  ,0.049,<0>  ,"","","","",0.0207,<0>  ,3.0,<0>  ,
"acespnut  ","P",11/24/2020 9:48,0,1,2         ,1         ,"",0.0496,<0>  ,0.067,<0>  ,"","","","",0.0193,<0>  ,2.7,<0>  ,
"acespnut  ","P",12/10/2020 7:45,0,1,1         ,1         ,"",0.0335,<0>  ,0.032,<0>  ,"","","","",0.0179,<0>  ,3.3,<0>  ,
"acespnut  ","P",12/10/2020 7:46,0,1,1         ,2         ,"",0.0333,<0>  ,0.033,<0>  ,"","","","",0.0162,<0>  ,3.3,<0>  ,
"acespnut  ","P",12/10/2020 10:21,0,1,2         ,1         ,"",0.0541,<0>  ,0.061,<0>  ,"","","","",0.0213,<0>  ,1.8,<0>  ,
"acespnut  ","P",12/10/2020 12:25,0,1,2         ,1         ,"",0.0233,<0>  ,0.027,<0>  ,"","","","",0.0372,<0>  ,7.3,<0>  ,
"acespnut  ","P",12/10/2020 14:29,0,1,2         ,1         ,"",0.0113,<0>  ,0.009,<0>  ,"","","","",0.0101,<0>  ,9.1,<0>  ,
"acespnut  ","P",12/10/2020 16:33,0,1,2         ,1         ,"",0.0078,<0>  ,0.009,<0>  ,"","","","",0.0085,<0>  ,5.0,<0>  ,
"acespnut  ","P",12/10/2020 18:37,0,1,2         ,1         ,"",0.0199,<0>  ,0.02,<0>  ,"","","","",0.0162,<0>  ,4.3,<0>  ,
"acespnut  ","P",12/10/2020 20:41,0,1,2         ,1         ,"",0.0407,<0>  ,0.037,<0>  ,"","","","",0.0167,<0>  ,2.4,<0>  ,
"acespnut  ","P",12/10/2020 22:45,0,1,2         ,1         ,"",0.0516,<0>  ,0.062,<0>  ,"","","","",0.0164,<0>  ,2.1,<0>  ,
"acespnut  ","P",12/11/2020 0:49,0,1,2         ,1         ,"",0.0257,<0>  ,0.029,<0>  ,"","","","",0.0244,<0>  ,4.2,<0>  ,
"acespnut  ","P",12/11/2020 2:53,0,1,2         ,1         ,"",0.0116,<0>  ,0.011,<0>  ,"","","","",0.0108,<0>  ,6.9,<0>  ,
"acespnut  ","P",12/11/2020 4:57,0,1,2         ,1         ,"",0.0055,<0>  ,0.009,<0>  ,"","","","",0.0054,<0>  ,4.5,<0>  ,
"acespnut  ","P",12/11/2020 7:01,0,1,2         ,1         ,"",0.0119,<0>  ,0.015,<0>  ,"","","","",0.0061,<0>  ,4.2,<0>  ,
"acespnut  ","P",12/11/2020 9:05,0,1,2         ,1         ,"",0.0256,<0>  ,0.027,<0>  ,"","","","",0.0112,<0>  ,3.7,<0>  ,
"acespnut  ","P",12/11/2020 11:09,0,1,2         ,1         ,"",0.0502,<0>  ,0.047,<0>  ,"","","","",0.0138,<0>  ,2.6,<0>  ,

